"geneID","length"
"mcoln3.S",2264
"mcph1.S",3288
"mcrs1.L",2193
"mcrs1.S",2193
"mctp1.L",4544
"mctp2.L",4749
"mcts1.L",895
"mcts1.S",895
"mcu.L",1814
"mcu.S",1814
"mcur1.L",2142
"mdc1.L",6535
"mdfi.S",1252
"mdfic.S",1606
"mdga1.S",6973
"mdga2.S",7553
"mdh1.L",1450
"mdh1.S",1450
"mdh1b.L",2783
"mdh2.L",2202
"mdh2.S",2202
"mdk.L",2046
"mdk.S",2046
"mdm1.L",5146
"mdm4.S",3229
"mdn1.L",18958
"me1.L",2118
"me2.L",2510
"me2.S",2510
"me3.L",2944
"mea1.L",824
"mea1.S",824
"meaf6.S",3066
"mecom.L",4022
"mecom.S",4022
"mecp2.L",7759
"mecp2.S",7759
"mecr.L",1761
"mecr.S",1761
"med1",8356
"med1.L",8356
"med10.L",1284
"med10.S",1284
"med11.S",2459
"med13.L",8142
"med13l.L",12630
"med13l.S",12630
"med15.L",2872
"med15.S",2872
"med16.L",3702
"med17.L",2330
"med19",1304
"med20.S",1210
"med21.S",1446
"med22.L",5624
"med23.L",6157
"med24.L",3281
"med25.L",3007
"med25.S",3007
"med26.L",3000
"med27.L",2295
"med27.S",2295
"med28.L",3627
"med29.L",1260
"med30.L",828
"med30.S",828
"med31.L",1432
"med31.S",1432
"med4.L",1677
"med4.S",1677
"med6.L",1680
"med7.L",3374
"med8.L",7528
"med8.S",7528
"med9.L",330
"med9.S",330
"medag.L",1191
"medag.S",1191
"mef2a.L",2259
"mef2a.S",2259
"mef2c.L",2510
"mef2c.S",2510
"mef2d.L",3023
"mef2d.S",3023
"megf10.L",5590
"megf11.L",5829
"megf11.S",5829
"megf6.L",5613
"megf6.S",5613
"megf8.L",9460
"megf8.S",9460
"megs.L",1821
"mei1.L",4323
"mei4.L",2166
"meig1.L",539
"meig1.S",539
"meiob.L",2471
"meis1.L",3733
"meis1.S",3733
"meis2.S",2775
"meis3.L",2441
"meis3.S",2441
"melk.L",2373
"memo1.L",1720
"memo1.S",1720
"men1.L",6939
"meox2.L",1644
"meox2.S",1644
"mep1a.L",3092
"mep1b.S",2750
"mepce.L",2157
"mertk.L",5180
"mespa.L",1520
"mespa.S",1520
"mespb.L",1165
"mespb.S",1165
"mest.L",2241
"mest.S",2241
"met.L",5148
"metap1.L",2925
"metap1.S",2925
"metap1d.L",1717
"metap1d.S",1717
"metap2.L",2437
"metap2.S",2437
"metrnl.L",5070
"metrnl.S",5070
"mettl1.L",2279
"mettl13.L",4375
"mettl13.S",4375
"mettl14.L",2221
"mettl15.S",5415
"mettl16.L",2261
"mettl17.L",1902
"mettl18.L",5146
"mettl18.S",5146
"mettl21a.S",4396
"mettl21ep.L",1210
"mettl21ep.S",1210
"mettl22.L",5804
"mettl23.S",2162
"mettl24.L",2544
"mettl25.L",2901
"mettl2b.L",1577
"mettl3.L",1983
"mettl4.S",1932
"mettl5.L",1793
"mettl6.L",5829
"mettl6.S",5829
"mettl9.L",1646
"mettl9.S",1646
"mex3a.L",2583
"mex3b.L",4292
"mex3b.S",4292
"mex3c.L",5249
"mex3c.S",5249
"mex3d.L",3494
"mex3d.S",3494
"mfap1.L",1783
"mfap1.S",1783
"mfap2.L",2354
"mfap2.S",2354
"mfap3.S",9430
"mff.L",1905
"mff.S",1905
"mfge8.L",2862
"mfn1.L",2460
"mfn1.S",2460
"mfn2.L",3504
"mfn2.S",3504
"mfrp.L",3084
"mfsd10.L",3309
"mfsd10.S",3309
"mfsd11.L",11487
"mfsd11.S",11487
"mfsd13a.L",2187
"mfsd13a.S",2187
"mfsd14a.L",2868
"mfsd14a.S",2868
"mfsd14b.L",2248
"mfsd14b.S",2248
"mfsd2a.L",2298
"mfsd2a.S",2298
"mfsd4a.S",2531
"mfsd4b.L",2680
"mfsd4b.S",2680
"mfsd5.S",2558
"mfsd6.S",6380
"mfsd6l.L",4854
"mfsd6l.S",4854
"mfsd8.L",2430
"mfsd9.L",2439
"mga.L",12632
"mgam.L",8550
"mgarp.L",2485
"mgat1.L",2099
"mgat2.L",4335
"mgat2.S",4335
"mgat3.L",16034
"mgat4a.L",3006
"mgat4a.S",3006
"mgat4b.L",5674
"mgat4b.S",5674
"mgat4c.L",1898
"mgat4c.S",1898
"mgat5b.L",3656
"mgat5b.S",3656
"mgc107841.L",2763
"mgc145260.L",4876
"mgc145260.S",4876
"mgc69466.L",2995
"mgc75753.L",1283
"mgc75753.S",1283
"mgll.L",1563
"mgme1.L",3952
"mgme1.S",3952
"mgmt.L",2667
"mgp.L",932
"mgrn1.S",2211
"mgst1.L",2126
"mgst2.L",1123
"mgst3.L",1499
"mgst3.S",1499
"mhc2a.S",2562
"mia.L",769
"mib1.L",5474
"mib1.S",5474
"mib2.L",4694
"mib2.S",4694
"mical2.L",12654
"mical2.S",12654
"mical3.L",9363
"mical3.S",9363
"micall1.L",5672
"micall1.S",5672
"micall2.L",7639
"micall2.S",7639
"micu1.L",3268
"micu1.S",3268
"micu3.L",5613
"mid1.L",2469
"mid1.S",2469
"mid1ip1.L",7507
"mid1ip1.S",7507
"mid2.L",2747
"midn.L",2632
"midn.S",2632
"mief1.S",5183
"mief2.L",3048
"mief2.S",3048
"mien1.S",3864
"mier1.L",2158
"mier1.S",2158
"mier2.S",2290
"mif.L",728
"mif4gd.L",5682
"mif4gd.S",5682
"miip.L",2005
"mink1.L",5108
"minpp1.L",5677
"minpp1.S",5677
"mios.L",3927
"mios.S",3927
"miox.L",1203
"miox.S",1203
"mip.L",1248
"mip.S",1248
"mipol1.L",2135
"mis12.L",2092
"mis12.S",2092
"mis18a.L",5864
"mis18a.S",5864
"mitd1.L",1392
"mitf.L",4733
"mitf.S",4733
"mix1.L",2932
"mix1.S",2932
"mki67.L",9076
"mki67.S",9076
"mkks.L",2935
"mkks.S",2935
"mkln1.L",2973
"mkln1.S",2973
"mknk1.L",2198
"mknk1.S",2198
"mknk2.L",6652
"mkrn1.S",2225
"mkrn2.L",1496
"mkrn3.L",1573
"mks1.L",2219
"mkx.L",9448
"mkx.S",9448
"mlana.L",1136
"mlec.L",1600
"mlec.S",1600
"mlf1.L",1492
"mlf2.L",2344
"mlf2.S",2344
"mlh1.S",2548
"mlh3.L",4783
"mlip.L",3473
"mlkl.L",2220
"mllt1.L",4926
"mllt10.L",12752
"mllt11.L",2116
"mllt11.S",2116
"mllt3.L",3204
"mllt3.S",3204
"mllt6.S",11246
"mlph.S",2435
"mlx.L",4246
"mlx.S",4246
"mlxip.L",2988
"mlxipl.L",3953
"mlycd.S",2731
"mmaa.L",1481
"mmab.L",1784
"mmachc.L",1139
"mmadhc.L",1542
"mmadhc.S",1542
"mmd.L",1936
"mmd.S",1936
"mmel1.L",3934
"mmel1.S",3934
"mmgt1.L",1062
"mmgt1.S",1062
"mmp1.S",1627
"mmp11.L",3153
"mmp13.S",2173
"mmp13l.L",3452
"mmp13l.S",3452
"mmp14.L",17489
"mmp15.L",3482
"mmp15.S",3482
"mmp16.S",2773
"mmp17.S",2775
"mmp19.L",2051
"mmp2.S",6501
"mmp20.L",1821
"mmp21.L",9484
"mmp23b.L",2200
"mmp23b.S",2200
"mmp24.S",9671
"mmp25.L",2113
"mmp28.L",2211
"mmp28.S",2211
"mmp3.L",2140
"mmp8.L",2438
"mmp8.S",2438
"mmrn1.L",5297
"mmrn2.L",4917
"mmrn2.S",4917
"mms19.L",3704
"mms22l.L",4138
"mn1.S",9287
"mnat1.L",1418
"mnd1.L",2048
"mns1.L",2164
"mns1.S",2164
"mnt.L",2491
"mnx1.L",3254
"mnx1.S",3254
"mob1a.L",3128
"mob1b.L",1475
"mob1b.S",1475
"mob2.1.L",3091
"mob2.2.S",1553
"mob3a.L",3467
"mob3a.S",3467
"mob3b.L",2749
"mob3b.S",2749
"mob3c.L",1452
"mob3c.S",1452
"mob4.L",2021
"mob4.S",2021
"mocs1.S",5251
"mocs3.L",1687
"mogat1.L",1738
"mogat2.1.L",1399
"mogat2.2.L",1468
"mogs.L",3540
"mok.L",1691
"mon1a.L",2695
"morc2.L",3867
"morc2.S",3867
"morc3.S",2709
"morf4l1.S",1251
"morn1.L",1619
"morn2.L",2847
"morn3.L",922
"morn3.S",922
"morn4.S",2338
"mospd2.L",2799
"mospd2.S",2799
"mospd3.L",1158
"mov10.L",3756
"mov10l1.L",4244
"moxd1.L",2449
"mpc1.L",1288
"mpc1.S",1288
"mpc2.S",709
"mpdu1.L",1457
"mpdz.L",7126
"mpg.L",2756
"mphosph10.L",2507
"mphosph6.L",1616
"mphosph8.L",4027
"mphosph8.S",4027
"mphosph9.L",3985
"mpi.S",1792
"mpl.L",2294
"mpnd.S",3520
"mpo.L",2525
"mpo.S",2525
"mpp1.L",5844
"mpp2.S",5940
"mppe1.L",1658
"mpped1.S",4194
"mpped2.L",5154
"mpped2.S",5154
"mpst",3063
"mpst.L",3063
"mpv17.L",1049
"mpv17l.S",1294
"mpv17l2.L",1286
"mpv17l2.S",1286
"mpz.L",3107
"mpz.S",3107
"mpzl1.L",5738
"mpzl1.S",5738
"mpzl2.L",2623
"mpzl3.L",2344
"mr1-like.L",3593
"mrap2.L",806
"mrap2.S",806
"mras.L",4397
"mras.S",4397
"mrc1.L",6369
"mrc2.S",6675
"mreg.S",3037
"mrgbp.L",3149
"mrgbp.S",3149
"mri1.L",1309
"mroh1.S",6009
"mrpl1.L",1834
"mrpl1.S",1834
"mrpl10.S",1676
"mrpl11.L",4060
"mrpl11.S",4060
"mrpl12.L",1224
"mrpl13.S",1234
"mrpl14.L",2675
"mrpl15.L",1515
"mrpl16.S",1003
"mrpl17.L",1643
"mrpl17.S",1643
"mrpl18.L",1153
"mrpl2.L",1115
"mrpl20.L",1442
"mrpl21.L",3918
"mrpl22.L",1229
"mrpl23.S",1448
"mrpl24.L",1273
"mrpl27.S",3108
"mrpl28.L",2902
"mrpl3.L",2479
"mrpl3.S",2479
"mrpl30.S",956
"mrpl32.L",1028
"mrpl32.S",1028
"mrpl34.L",480
"mrpl35.L",804
"mrpl36.L",432
"mrpl36.S",432
"mrpl37.L",1527
"mrpl38.L",1612
"mrpl39.L",1374
"mrpl39.S",1374
"mrpl4.L",1214
"mrpl40.L",918
"mrpl40.S",918
"mrpl41.L",3166
"mrpl41.S",3166
"mrpl42.S",2216
"mrpl43.L",963
"mrpl44.L",1317
"mrpl44.S",1317
"mrpl45.L",4927
"mrpl46.L",1927
"mrpl46.S",1927
"mrpl47.L",1186
"mrpl48.S",1558
"mrpl49.L",1043
"mrpl51.L",926
"mrpl52.L",808
"mrpl52.S",808
"mrpl53.L",1933
"mrpl54.S",570
"mrpl55.L",4076
"mrpl57.L",315
"mrpl57.S",315
"mrpl9.L",989
"mrpl9.S",989
"mrps10.L",2019
"mrps10.S",2019
"mrps11.L",1330
"mrps12.L",1348
"mrps12.S",1348
"mrps15.L",1138
"mrps15.S",1138
"mrps16.L",939
"mrps18b.L",1297
"mrps18b.S",1297
"mrps18c.L",4566
"mrps18c.S",4566
"mrps2.L",3497
"mrps2.S",3497
"mrps21.L",1084
"mrps21.S",1084
"mrps23.S",899
"mrps24.S",1813
"mrps25.L",758
"mrps25.S",758
"mrps26.L",778
"mrps27.L",2207
"mrps28.L",882
"mrps30.L",1719
"mrps30.S",1719
"mrps31.L",1435
"mrps31.S",1435
"mrps34.S",1482
"mrps35.L",2067
"mrps35.S",2067
"mrps36.S",757
"mrps5.L",7941
"mrps6.S",1093
"mrps7.L",2829
"mrps7.S",2829
"mrps9.L",1306
"mrrf.L",1086
"mrrf.S",1086
"mrs2.L",2694
"mrto4.L",1555
"mrto4.S",1555
"ms4a1.L",2246
"msantd3.L",3233
"msantd3.S",3233
"msantd4.L",3769
"msantd4.S",3769
"msc.S",1508
"msgn1.L",934
"msgn1.S",934
"msh2.L",6812
"msh3.L",5271
"msh5.L",2533
"msh6.L",7322
"msi1.S",2366
"msi2.L",4597
"msl1.L",4509
"msl1.S",4509
"msl2.L",11748
"msl2.S",11748
"msl3.L",1603
"msl3.S",1603
"msln.L",5100
"msmo1.L",2108
"msmo1.S",2108
"msmp.S",2456
"msn.L",2200
"msn.S",2200
"msr1.S",2193
"msra.1.L",1084
"msra.2.L",1165
"msrb1.L",946
"msrb2.S",1554
"msrb3.L",4868
"mss51.L",1589
"mss51.S",1589
"mst1.L",5304
"mst1.S",5304
"mst1r.L",7458
"mst1r.S",7458
"mstn.1.L",5552
"mstn.1.S",5552
"mstn.2.S",6727
"msto1.L",2012
"msx1.L",5871
"msx1.S",5871
"msx2.L",1011
"msx2.S",1011
"mt4.L",2484
"mta1.L",4747
"mta2.L",4860
"mtap.L",2670
"mtbp.S",3180
"mtcl1.L",7511
"mtcl1.S",7511
"mtdh.L",3430
"mtdh.S",3430
"mterf1.L",474
"mterf2.L",2239
"mterf3.S",1891
"mtf1.L",8705
"mtf2.L",3972
"mtf2.S",3972
"mtfmt.L",1900
"mtfp1.L",1438
"mtfr1.L",4082
"mtfr1.S",4082
"mtfr1l.L",1447
"mtfr1l.S",1447
"mtfr2.L",3808
"mtg2.L",2123
"mthfd1.L",3506
"mthfd1l.L",6910
"mthfd2.L",2898
"mthfd2.S",2898
"mthfd2l.L",4490
"mthfr.L",2791
"mthfr.S",2791
"mthfs.L",1018
"mthfs.S",1018
"mthfsd.L",2071
"mtif3.L",2195
"mtm1.L",4052
"mtm1.S",4052
"mtmr1.L",2670
"mtmr1.S",2670
"mtmr10.L",4826
"mtmr10.S",4826
"mtmr14.S",2922
"mtmr2.L",2051
"mtmr2.S",2051
"mtmr3",4621
"mtmr3.L",4621
"mtmr4.L",5866
"mtmr4.S",5866
"mtmr9.L",3494
"mtnr1b",4011
"mtor.L",8576
"mtpn.L",2173
"mtpn.S",2173
"mtr.L",7914
"mtss1.1.L",3810
"mtss1.2.L",4996
"mtss1.2.S",4996
"mttp.1.S",3536
"mttp.2.S",3113
"mturn.L",7217
"mtus1.L",4532
"mtus1.S",4532
"mtx1.S",692
"mtx2.L",1752
"mtx3.L",1926
"muc2",14202
"muc2.S",14202
"mul1.L",2641
"mus81.L",7283
"musk.S",3185
"mustn1.L",1570
"mutyh.L",3400
"mvb12a.L",2925
"mvd.L",3454
"mvk.L",1939
"mvp.L",5296
"mvp.S",5296
"mx1",7357
"mxd1.L",1776
"mxd1.S",1776
"mxd3.L",3653
"mxd3.S",3653
"mxd4.L",11685
"mxd4.S",11685
"mxi1.L",10062
"mxi1.S",10062
"mxra5.L",9198
"mxra5.S",9198
"mxra7.L",811
"mxra8.L",2948
"mxra8.S",2948
"myadm.L",3053
"myadm.S",3053
"myadml2.L",909
"myb.S",2941
"mybbp1a.L",4006
"mybl1.L",4705
"mybl1.S",4705
"mybl2.L",5932
"mybl2.S",5932
"mybpc1.S",5788
"mybpc2.L",5254
"mybpc3.S",7053
"mybph.S",2045
"myc.L",3451
"myc.S",3451
"mycbp.L",3014
"mycbp.S",3014
"mycbp2.L",15146
"mycbpap.L",6872
"mycl.L",2077
"mycl.S",2077
"mycn.L",1763
"mycn.S",1763
"myd88.L",2906
"myd88.S",2906
"mydgf.L",725
"myef2.L",2375
"myef2.S",2375
"myf5.L",1162
"myf5.S",1162
"myf6.L",1529
"myf6.S",1529
"myh10.S",8187
"myh11.L",6642
"myh11.S",6642
"myh13.S",20402
"myh15.L",6844
"myh6.L",6055
"myh6.S",6055
"myh7b.S",6229
"myh8",8309
"myh9.L",6974
"myh9.S",6974
"myl1.L",1274
"myl1.S",1274
"myl10.L",702
"myl12b.L",1612
"myl12b.S",1612
"myl2.L",1136
"myl2.S",1136
"myl3.S",3238
"myl4.L",852
"myl4.S",852
"myl6.L",1849
"myl7.L",910
"myl7.S",910
"myl9.L",1085
"myl9.S",1085
"mylip.L",2573
"mylip.S",2573
"mylk3.L",3948
"mylk3.S",3948
"mylpf.S",1208
"mynn.L",7451
"myo10.2.L",7575
"myo10.2.S",7575
"myo10.S",8725
"myo15b.L",13968
"myo15b.S",13968
"myo18a.L",8647
"myo18b.S",7669
"myo19.S",3647
"myo1a.L",4621
"myo1a.S",4621
"myo1c.L",4809
"myo1c.S",4809
"myo1d.L",4597
"myo1e.1.L",4351
"myo1e.2.L",4056
"myo1f.L",3549
"myo1f.S",3549
"myo3a.L",6878
"myo3b.L",4228
"myo5a.L",7469
"myo5a.S",7469
"myo5b.L",6358
"myo5b.S",6358
"myo5c.L",5733
"myo6.L",9032
"myo6.S",9032
"myo7a.L",7676
"myo7b.L",7431
"myo9a.S",11100
"myo9b.L",9425
"myo9b.S",9425
"myoc.L",3033
"myocd.L",8860
"myocd.S",8860
"myod1.L",3410
"myod1.S",3410
"myog.L",1536
"myog.S",1536
"myom1.L",6092
"myom1.S",6092
"myos.L",3057
"myos.S",3057
"myot.L",2179
"myot.S",2179
"myoz1.L",1738
"myoz1.S",1738
"myoz2.L",1196
"myoz2.S",1196
"myoz3.L",1384
"myoz3.S",1384
"mypn.L",5249
"mypn.S",5249
"mypop.L",2203
"mypop.S",2203
"myrf.L",5003
"myrfl.L",5149
"myrip.S",7436
"mysm1.L",3354
"mysm1.S",3354
"myt1.L",6939
"myt1.S",6939
"myzap.S",4348
"mzt1.L",977
"mzt1.S",977
"mzt2b.S",3239
"n4bp1.L",4010
"n4bp1.S",4010
"n4bp2.L",5326
"n4bp2l1.L",1642
"n4bp2l2.S",3696
"n4bp3.L",2261
"n4bp3.S",2261
"n6amt1.L",1874
"naa10.S",2520
"naa15.L",3484
"naa15.S",3484
"naa20.S",2092
"naa25.L",3015
"naa25.S",3015
"naa30.L",3449
"naa30.S",3449
"naa35.L",2510
"naa35.S",2510
"naa38.L",634
"naa38.S",634
"naa40.L",3427
"naa50.L",3548
"naa60.L",1357
"naaa.L",2094
"naaladl1.L",2184
"nab1.L",11693
"nab1.S",11693
"nab2.L",4364
"nabp2.L",2147
"nabp2.S",2147
"nacc1.L",4754
"nacc1.S",4754
"nacc2.L",9034
"nacc2.S",9034
"nadk.L",1867
"nadk.S",1867
"nadk2.S",1856
"nadsyn1.L",6303
"nae1.S",2405
"naf1.L",2340
"naga.L",10304
"naga.S",10304
"nagk.L",3159
"naglu.L",3688
"nagpa.L",2851
"nags.L",2649
"nags.S",2649
"naif1.S",1463
"naip.L",8769
"nalcn.S",7051
"nampt.L",3265
"nampt.S",3265
"nanos1.L",1618
"nanp.L",2772
"nans.L",2077
"nans.S",2077
"nap1l1.L",2031
"nap1l1.S",2031
"nap1l4.S",2421
"napa.L",2648
"napa.S",2648
"napepld.L",1907
"napepld.S",1907
"napg.L",1668
"naprt.S",1980
"napsa.L",3074
"narf.L",4543
"nasp.L",2333
"nasp.S",2333
"nat10.L",2973
"nat14.L",1949
"nat14.S",1949
"nat16.S",3477
"nat8l.S",2129
"nat9.S",3411
"natd1.L",3417
"nav2.L",10757
"nav3.L",8714
"nbeal1.L",9656
"nbl1.L",3084
"nbn.L",3104
"nbr1.L",3579
"ncald.L",4764
"ncald.S",4764
"ncam1.L",8364
"ncam1.S",8364
"ncam2.L",7620
"ncam2.S",7620
"ncan.L",5507
"ncapd2.S",4882
"ncapg.L",9678
"ncapg2.L",8902
"ncaph.S",2529
"ncaph2.L",2629
"ncaph2.S",2629
"ncbp1.L",3003
"ncbp1.S",3003
"ncbp2.L",1372
"ncbp3.L",2413
"nccrp1.L",3387
"ncdn.L",2887
"ncdn.S",2887
"nceh1.L",1642
"nceh1.S",1642
"ncf1.L",2005
"ncf1.S",2005
"ncf2.L",2598
"ncf4.L",2804
"ncib.L",2696
"nck1.L",2055
"nck1.S",2055
"nck2.L",2192
"nck2.S",2192
"nckap1.L",4094
"nckap1l.L",3972
"nckap5l.L",4863
"nckap5l.S",4863
"nckipsd.L",3520
"nckipsd.S",3520
"ncl.S",3455
"ncln.S",2290
"ncoa1.L",6120
"ncoa1.S",6120
"ncoa2.L",6007
"ncoa2.S",6007
"ncoa3.S",9347
"ncoa4.L",4180
"ncoa4.S",4180
"ncoa5.L",2838
"ncoa5.S",2838
"ncoa6.L",8814
"ncoa7.L",3696
"ncor1.S",8687
"ncor2.S",8235
"ncs1.L",5421
"ncs1.S",5421
"ncstn.L",3459
"ND1",968
"ND2",1036
"ND3",343
"ND4",1378
"ND5",1818
"ND6",519
"ndc1.L",2973
"ndc1.S",2973
"ndc80.L",5214
"ndc80.S",5214
"nde1.L",2990
"nde1.S",2990
"ndel1.L",4860
"ndel1.S",4860
"ndfip1",3749
"ndfip1.L",3749
"ndfip2.L",2407
"ndfip2.S",2407
"ndnf.L",2743
"ndnf.S",2743
"ndor1.L",7159
"ndp.L",1704
"ndp.S",1704
"ndrg1.L",2087
"ndrg1.S",2087
"ndrg3.L",5933
"ndrg3.S",5933
"ndrg4.L",3810
"ndrg4.S",3810
"ndst1.L",4474
"ndst1.S",4474
"ndst2.L",4041
"ndst2.S",4041
"ndst3.S",3441
"ndst4.L",5137
"ndst4.S",5137
"ndufa1.L",1205
"ndufa10.L",1342
"ndufa10.S",1342
"ndufa11.L",830
"ndufa11.S",830
"ndufa12.L",831
"ndufa12.S",831
"ndufa13.L",2310
"ndufa2.L",502
"ndufa3.L",1242
"ndufa3.S",1242
"ndufa5.L",566
"ndufa6.L",1316
"ndufa6.S",1316
"ndufa7.L",1491
"ndufa7.S",1491
"ndufa8.L",1247
"ndufa8.S",1247
"ndufa9.L",1447
"ndufab1.L",800
"ndufab1.S",800
"ndufaf1.L",1172
"ndufaf2.L",778
"ndufaf3.L",1159
"ndufaf4.L",1072
"ndufaf5.L",1757
"ndufaf6.L",1328
"ndufaf7.S",1481
"ndufb1.S",727
"ndufb10.S",2096
"ndufb2.S",757
"ndufb3.L",3246
"ndufb3.S",3246
"ndufb4.L",2003
"ndufb4.S",2003
"ndufb5.L",856
"ndufb6.S",1270
"ndufb7.L",1001
"ndufb7.S",1001
"ndufb9.L",742
"ndufb9.S",742
"ndufc1.L",504
"ndufc1.S",504
"ndufc2.S",535
"ndufs1.L",2724
"ndufs1.S",2724
"ndufs2.L",1607
"ndufs3.L",1713
"ndufs3.S",1713
"ndufs4.L",741
"ndufs5.L",1038
"ndufs6.L",573
"ndufs6.S",573
"ndufs7.L",2195
"ndufs7.S",2195
"ndufs8.L",1475
"ndufv1.L",5733
"ndufv2.L",1295
"necab1.L",2770
"necab1.S",2770
"necap1.L",5006
"necap1.S",5006
"necap2.L",9553
"nedd1.L",3203
"nedd1.S",3203
"nedd4l.L",7583
"nedd4l.S",7583
"nedd8.S",467
"nedd9.L",3294
"nedd9.S",3294
"nefl.L",2279
"nefm.L",3032
"nefm.S",3032
"negr1.L",2527
"neil1.L",1706
"neil3.L",2001
"neil3.S",2001
"nek1.L",6965
"nek1.S",6965
"nek10.L",4329
"nek11.L",3261
"nek2.L",5239
"nek2.S",5239
"nek3.S",3255
"nek4.S",3337
"nek5.L",3251
"nek7.L",1284
"nek7.S",1284
"nek8.S",2807
"nek9.L",4006
"nelfa.L",6541
"nelfb.L",5017
"nelfe.L",2831
"nelfe.S",2831
"nell1.L",2238
"nell1.S",2238
"nell2.L",3897
"nemf.L",5027
"nemp1.L",2782
"nemp1.S",2782
"nenf.L",1579
"neo1.L",5948
"nes.S",6806
"net1.L",3310
"net1.S",3310
"neto2.L",2716
"neu1.L",1663
"neurl1.L",6469
"neurl1b.L",2017
"neurl1b.S",2017
"neurl2.L",2292
"neurl3.L",2325
"neurl4.L",5049
"neurl4.S",5049
"neurod1.L",2491
"neurod1.S",2491
"neurod2.S",3954
"neurod4.L",3244
"neurod4.S",3244
"neurod6.L",4351
"neurog1.L",1588
"neurog2.L",2555
"neurog2.S",2555
"neurog3.L",1505
"neurog3.S",1505
"nexn.L",2905
"nf1.L",10075
"nf2.S",3277
"nfasc.S",5428
"nfat5.L",6046
"nfat5.S",6046
"nfatc1.L",5837
"nfatc1.S",5837
"nfatc2.L",7663
"nfatc2ip.L",1844
"nfatc3.L",5111
"nfatc3.S",5111
"nfatc4.S",3402
"nfe2.L",3373
"nfe2.S",3373
"nfe2l1.L",5940
"nfe2l1.S",5940
"nfe2l2.L",3000
"nfe2l2.S",3000
"nfia.S",12201
"nfib.L",4689
"nfic.L",3202
"nfil3.L",8178
"nfix.L",3404
"nfkb1.L",4155
"nfkb1.S",4155
"nfkbia.L",1617
"nfkbia.S",1617
"nfkbie.L",2432
"nfkbie.S",2432
"nfkbil1.L",2192
"nfrkb.L",4457
"nfs1.L",3683
"nfu1.S",1163
"nfx1.S",4213
"nfxl1.L",3811
"nfya.S",2084
"nfyb.L",1233
"nfyb.S",1233
"nfyc.L",2055
"nfyc.S",2055
"ngb.L",1466
"ngdn.L",2300
"ngef.L",3346
"ngef.S",3346
"ngf.L",3800
"ngf.S",3800
"ngfr.S",6133
"ngly1.L",5958
"ngly1.S",5958
"nhej1.L",3696
"nhej1.S",3696
"nhlh1.L",3142
"nhlh1.S",3142
"nhlrc2.L",5928
"nhlrc3.S",1659
"nhlrc4.S",1716
"nhp2.L",1448
"nhp2.S",1448
"nhs.L",5715
"nhsl2.L",5123
"nid1.L",4216
"nid1.S",4216
"nid2.L",5877
"nid2.S",5877
"nif.L",1639
"nif.S",1639
"nif3l1.S",2594
"nifk.L",4698
"nin.L",8066
"ninj1.L",975
"ninj2.S",4630
"ninl.L",8012
"nip7.L",1401
"nipa1.L",1272
"nipa2.L",2023
"nipa2.S",2023
"nipal1.L",3336
"nipal1.S",3336
"nipal2.L",2785
"nipal2.S",2785
"nipal3.S",2266
"nipal4.L",2520
"nipal4.S",2520
"nipbl.L",9181
"nipbl.S",9181
"nipsnap1.L",2171
"nipsnap1.S",2171
"nipsnap3a.L",2945
"nipsnap3a.S",2945
"nisch.S",4608
"nit1.S",1106
"nit2.S",1943
"nkain1.L",4120
"nkain1.S",4120
"nkain3.S",1357
"nkain4.L",2661
"nkain4.S",2661
"nkap.L",1522
"nkap.S",1522
"nkd1.L",9109
"nkiras1.S",1707
"nkiras2.L",2090
"nkpd1.L",3189
"nkpd1.S",3189
"nkrf.L",3362
"nkrf.S",3362
"nktr.L",9074
"nktr.S",9074
"nkx1-1.S",3937
"nkx1-2.L",2959
"nkx2-1.L",2124
"nkx2-2.L",2052
"nkx2-2.S",2052
"nkx2-3.L",2458
"nkx2-3.S",2458
"nkx2-4.L",7570
"nkx2-4.S",7570
"nkx2-5.L",1918
"nkx2-5.S",1918
"nkx2-6.L",911
"nkx2-6.S",911
"nkx2-8.L",1452
"nkx3-1.L",942
"nkx3-1.S",942
"nkx3-2.S",2739
"nkx3-3.L",1023
"nkx3-3.S",1023
"nkx6-1.L",2911
"nkx6-2.L",1877
"nkx6-2.S",1877
"nkx6-3.L",1980
"nle1.S",2077
"nlgn1.S",3970
"nlgn2.L",11882
"nlgn2.S",11882
"nlgn4x.L",3723
"nlk.2.S",6432
"nlk.L",3488
"nlk.S",3488
"nlrc3.L",3734
"nlrc4.L",7048
"nlrc5.L",9015
"nlrx1.L",3637
"nmb.L",819
"nmd3.L",1857
"nme2.L",3088
"nme2.S",3088
"nme3.L",1855
"nme3.S",1855
"nme4.L",1013
"nme4.S",1013
"nme5.L",1004
"nme6.L",958
"nme6.S",958
"nme7.L",1566
"nme7.S",1566
"nme9.L",3272
"nmi.L",2307
"nmi.S",2307
"nmral1.L",1151
"nmrk1.L",2636
"nmrk2.L",1048
"nmrk2.S",1048
"nmt1.L",2141
"nmt1.S",2141
"nmt2.L",5288
"nmt2.S",5288
"nmu.L",1032
"nmur1.L",2165
"nmur1.S",2165
"nnt.L",4689
"nnt.S",4689
"noa1.L",2321
"nob1.S",2211
"noc2l.L",5795
"noc2l.S",5795
"noc3l.S",3460
"noc4l.L",1995
"noc4l.S",1995
"noct.L",1966
"noct.S",1966
"nod1.L",6572
"nod1.S",6572
"nodal.L",2971
